trip_distance,pickup_hour,pickup_weekday,passenger_count,PULocationID,DOLocationID,trip_duration,is_tip_generous
4.9,0,2,1.0,230,260,15.216666666666667,1
11.14,0,2,2.0,132,53,19.45,0
3.68,0,2,1.0,230,74,18.666666666666668,0
1.5,0,2,1.0,140,263,7.65,1
3.04,0,2,1.0,263,42,12.85,0
0.57,0,2,1.0,41,43,2.566666666666667,0
0.9,0,2,1.0,186,48,2.9833333333333334,0
2.1,0,2,1.0,186,237,7.133333333333334,0
12.76,0,2,1.0,186,134,35.38333333333333,0
0.51,0,2,3.0,263,75,2.933333333333333,0
6.66,0,2,5.0,75,213,12.983333333333333,0
2.14,0,2,5.0,238,42,11.45,0
1.48,0,2,5.0,236,43,4.766666666666667,0
1.13,1,2,1.0,170,186,5.183333333333334,0
2.08,0,2,1.0,151,142,8.35,0
8.93,0,2,5.0,236,13,17.9,0
2.9,1,2,1.0,74,244,19.116666666666667,0
0.9,1,2,1.0,264,264,5.233333333333333,1
2.4,1,2,1.0,264,264,8.216666666666667,0
0.63,1,2,1.0,238,151,4.366666666666666,0
1.5,1,2,0.0,161,137,8.266666666666667,0
2.5,1,2,1.0,137,211,11.5,0
1.6,1,2,1.0,164,162,4.866666666666666,1
1.6,1,2,1.0,48,48,6.866666666666666,0
6.7,1,2,1.0,48,167,16.783333333333335,0
1.0,1,2,1.0,238,236,5.066666666666666,0
1.21,1,2,1.0,145,226,4.45,1
1.2,1,2,1.0,163,143,6.016666666666667,1
8.41,1,2,1.0,140,37,24.15,0
0.6,1,2,1.0,179,179,2.75,0
3.75,1,2,1.0,42,247,11.283333333333333,0
16.81,1,2,1.0,249,174,34.916666666666664,0
0.62,1,2,6.0,42,42,4.716666666666667,0
0.97,1,2,4.0,74,42,4.483333333333333,0
5.45,1,2,1.0,186,65,21.8,0
7.49,1,2,1.0,238,47,14.25,0
0.6,1,2,1.0,48,163,2.8,1
0.73,1,2,1.0,230,50,5.1,0
0.72,1,2,1.0,137,137,2.7333333333333334,1
1.85,1,2,1.0,137,48,6.766666666666667,0
12.17,1,2,2.0,237,14,25.933333333333334,0
0.5,1,2,1.0,140,141,3.25,1
0.71,1,2,5.0,244,116,1.85,0
2.8,1,2,5.0,41,42,9.366666666666667,0
0.69,1,2,1.0,48,48,3.5,1
1.02,1,2,1.0,230,186,2.533333333333333,0
1.66,1,2,1.0,249,45,6.6,0
0.7,1,2,3.0,74,75,4.833333333333333,0
0.9,1,2,1.0,75,74,2.316666666666667,0
5.2,1,2,1.0,142,4,13.966666666666667,1
2.18,1,2,1.0,142,68,9.683333333333334,0
0.99,1,2,1.0,74,263,2.6666666666666665,0
0.6,1,2,1.0,41,74,2.9833333333333334,0
2.3,1,2,1.0,42,167,10.583333333333334,0
1.88,1,2,1.0,152,244,6.383333333333334,0
3.0,1,2,1.0,74,162,7.633333333333334,0
7.01,1,2,1.0,170,198,18.733333333333334,0
2.78,1,2,1.0,162,238,11.216666666666667,0
2.69,0,2,1.0,68,79,10.183333333333334,0
1.03,1,2,1.0,186,50,3.7666666666666666,0
0.2,1,2,1.0,140,140,3.316666666666667,1
5.3,1,2,1.0,68,74,15.15,0
0.9,1,2,1.0,74,42,4.9,0
2.67,1,2,1.0,137,48,11.716666666666667,1
2.3,1,2,1.0,48,107,11.333333333333334,0
2.7,1,2,0.0,75,159,11.3,0
2.0,1,2,1.0,238,152,8.316666666666666,0
1.7,1,2,1.0,238,75,7.116666666666666,0
4.05,1,2,1.0,140,226,14.233333333333333,0
7.4,1,2,1.0,237,95,18.183333333333334,1
2.38,1,2,1.0,151,143,7.983333333333333,0
0.48,1,2,1.0,238,238,2.6166666666666667,0
3.7,1,2,4.0,249,256,13.4,0
0.97,12,5,1.0,79,113,8.866666666666667,1
3.02,13,5,1.0,107,236,14.616666666666667,1
3.1,2,2,1.0,75,159,12.166666666666666,0
1.7,2,2,1.0,168,47,7.066666666666666,0
1.1,2,2,1.0,264,264,4.716666666666667,0
4.05,2,2,1.0,238,48,9.383333333333333,0
1.5,2,2,1.0,137,79,3.05,0
4.85,2,2,3.0,107,112,10.266666666666667,1
0.08,2,2,1.0,170,170,0.45,0
3.5,2,2,1.0,249,66,11.616666666666667,0
1.97,2,2,1.0,48,249,7.283333333333333,0
5.9,2,2,1.0,74,138,8.333333333333334,0
2.72,2,2,1.0,79,88,10.533333333333333,0
1.52,2,2,1.0,90,48,3.55,0
1.94,2,2,1.0,230,238,5.666666666666667,0
2.01,2,2,1.0,116,41,8.95,0
1.7,2,2,1.0,74,75,4.016666666666667,0
3.1,2,2,2.0,159,78,10.066666666666666,0
2.3,2,2,1.0,78,32,6.95,0
0.45,2,2,1.0,238,239,1.3666666666666667,0
0.3,2,2,1.0,238,151,2.216666666666667,0
16.39,2,2,1.0,132,80,32.63333333333333,0
0.93,1,2,1.0,162,48,4.683333333333334,0
0.3,2,2,0.0,164,170,0.9166666666666666,0
1.1,2,2,0.0,170,186,6.766666666666667,1
1.2,2,2,1.0,186,107,8.516666666666667,0
3.31,2,2,2.0,74,42,8.8,1
1.4,2,2,1.0,107,164,4.1,0
1.31,2,2,2.0,68,68,4.866666666666666,0
5.2,2,2,1.0,238,164,18.7,1
11.28,21,6,1.0,186,17,39.166666666666664,1
1.13,2,2,1.0,237,230,5.066666666666666,1
2.81,2,2,1.0,142,166,7.85,1
0.02,13,5,1.0,264,264,0.7833333333333333,0
1.66,13,5,1.0,236,163,15.45,1
2.09,14,5,1.0,230,239,15.25,1
1.1,3,2,1.0,236,238,4.95,0
20.63,3,2,1.0,142,169,53.733333333333334,0
1.51,3,2,1.0,48,90,4.8,0
10.51,3,2,1.0,100,127,26.383333333333333,0
25.33,3,2,1.0,127,188,56.75,0
8.01,3,2,3.0,48,138,17.25,1
1.05,3,2,2.0,140,262,4.35,0
3.71,3,2,1.0,186,238,15.45,0
7.96,3,2,1.0,262,65,10.166666666666666,1
4.8,3,2,1.0,74,100,11.55,0
8.66,3,2,2.0,48,188,27.9,0
1.55,3,2,1.0,100,143,6.483333333333333,0
2.8,3,2,1.0,140,238,15.516666666666667,1
1.5,3,2,5.0,238,24,6.7,0
1.74,3,2,1.0,48,234,7.45,0
4.67,3,2,1.0,48,226,13.65,0
6.1,3,2,1.0,41,48,16.9,0
3.3,3,2,1.0,79,141,8.083333333333334,0
2.89,3,2,4.0,238,230,9.0,1
2.7,3,2,0.0,141,74,8.3,0
1.4,3,2,1.0,186,48,6.216666666666667,0
1.3,3,2,1.0,186,249,5.066666666666666,0
0.14,3,2,1.0,91,39,0.75,0
1.85,3,2,2.0,48,90,6.766666666666667,1
3.8,3,2,1.0,238,244,8.116666666666667,0
4.13,22,6,1.0,65,90,18.133333333333333,1
2.07,23,6,1.0,90,79,13.433333333333334,1
1.75,3,2,1.0,140,263,8.666666666666666,1
1.0,3,2,1.0,186,50,3.8333333333333335,0
8.6,3,2,1.0,43,138,14.983333333333333,0
2.1,14,5,1.0,239,230,15.083333333333334,0
0.85,14,5,1.0,230,230,7.85,0
3.7,4,2,1.0,145,129,14.85,0
3.7,4,2,1.0,129,146,13.95,0
1.9,4,2,1.0,264,264,6.766666666666667,0
1.86,4,2,1.0,152,244,5.783333333333333,0
0.13,5,2,1.0,140,140,0.48333333333333334,0
0.46,5,2,1.0,237,140,2.95,0
2.2,4,2,1.0,143,140,11.45,1
1.05,4,2,1.0,140,162,4.95,0
0.97,4,2,1.0,166,41,4.3,0
4.33,4,2,1.0,238,168,12.316666666666666,0
8.27,4,2,1.0,100,244,16.416666666666668,1
2.5,4,2,1.0,151,74,13.666666666666666,1
0.86,4,2,5.0,229,237,4.166666666666667,1
2.85,4,2,5.0,236,170,10.866666666666667,0
1.82,4,2,5.0,140,162,7.0,1
0.85,4,2,1.0,249,158,3.933333333333333,0
1.44,4,2,1.0,90,230,4.733333333333333,1
0.8,4,2,2.0,264,68,4.866666666666666,0
0.99,4,2,1.0,100,162,6.45,0
2.93,4,2,5.0,41,244,9.883333333333333,0
2.61,4,2,1.0,90,261,6.783333333333333,0
15.51,4,2,1.0,48,147,44.55,0
1.52,4,2,1.0,137,229,3.45,0
2.0,4,2,1.0,68,100,10.466666666666667,1
9.0,4,2,1.0,74,88,13.8,1
3.7,4,2,1.0,75,164,10.133333333333333,0
3.58,4,2,5.0,151,140,13.583333333333334,0
2.4,4,2,1.0,238,48,8.916666666666666,0
6.7,4,2,2.0,186,129,16.866666666666667,0
1.0,4,2,1.0,75,263,2.8333333333333335,1
1.6,4,2,1.0,137,68,8.133333333333333,0
8.4,4,2,1.0,233,138,13.416666666666666,1
4.0,4,2,1.0,238,162,12.516666666666667,0
1.43,23,6,1.0,107,90,8.016666666666667,1
0.73,23,6,1.0,186,100,2.716666666666667,1
2.59,23,6,1.0,43,151,11.65,0
1.05,0,0,1.0,41,42,3.2333333333333334,0
5.01,15,5,1.0,170,231,29.016666666666666,1
1.1,5,2,1.0,264,264,2.5833333333333335,0
0.8,5,2,1.0,186,246,5.133333333333334,0
0.65,6,2,1.0,237,140,4.716666666666667,0
0.46,6,2,1.0,141,140,4.033333333333333,0
0.6,6,2,1.0,237,140,4.7,0
0.62,6,2,1.0,237,140,4.083333333333333,0
13.21,5,2,1.0,261,214,20.533333333333335,0
1.15,5,2,1.0,50,162,5.4,0
3.18,5,2,1.0,41,141,12.716666666666667,0
7.68,5,2,6.0,231,133,20.766666666666666,0
2.4,5,2,1.0,140,137,4.583333333333333,0
3.3,5,2,1.0,262,142,12.333333333333334,1
0.8,5,2,1.0,74,74,3.7,1
2.55,5,2,1.0,48,237,6.9,0
2.6,5,2,1.0,262,161,8.7,1
3.9,5,2,0.0,263,68,12.7,0
4.7,5,2,1.0,75,137,9.516666666666667,0
3.9,5,2,1.0,146,239,14.383333333333333,0
1.85,5,2,3.0,162,137,4.35,1
1.3,5,2,1.0,162,162,4.633333333333334,1
0.4,5,2,4.0,170,233,5.633333333333334,1
0.9,5,2,6.0,263,75,4.233333333333333,0
6.57,5,2,1.0,132,215,11.55,0
3.49,5,2,3.0,239,164,10.9,0
1.8,5,2,1.0,143,48,7.633333333333334,0
3.56,5,2,1.0,75,47,11.833333333333334,0
15.8,5,2,1.0,137,132,17.633333333333333,1
3.9,5,2,1.0,100,75,12.116666666666667,0
3.9,5,2,1.0,100,13,11.35,0
1.97,5,2,1.0,239,75,7.233333333333333,0
6.15,5,2,1.0,142,168,18.616666666666667,0
5.3,5,2,1.0,100,152,12.933333333333334,0
3.5,5,2,1.0,151,68,14.35,0
0.7,5,2,2.0,48,230,2.75,1
1.05,5,2,1.0,142,50,3.25,1
1.21,5,2,1.0,68,161,3.7,0
4.55,4,2,5.0,244,18,26.566666666666666,0
1.75,5,2,5.0,244,42,8.583333333333334,0
0.37,5,2,1.0,239,239,2.183333333333333,0
4.48,5,2,1.0,263,68,15.133333333333333,0
0.5,5,2,1.0,151,238,2.066666666666667,0
0.64,5,2,2.0,107,137,1.7333333333333334,1
1.87,5,2,1.0,142,236,5.3,0
3.6,5,2,1.0,186,13,11.7,0
1.4,5,2,1.0,234,230,5.033333333333333,0
5.59,5,2,1.0,42,143,13.383333333333333,0
1.71,5,2,1.0,48,246,4.7,0
0.8,5,2,1.0,151,238,3.6666666666666665,0
11.69,5,2,1.0,261,138,16.7,0
1.2,5,2,1.0,168,42,7.35,0
3.5,5,2,1.0,142,137,14.15,0
1.66,5,2,1.0,140,233,5.716666666666667,0
7.98,5,2,3.0,42,146,22.566666666666666,0
4.6,5,2,1.0,13,79,12.616666666666667,0
2.65,5,2,1.0,234,43,6.45,1
3.72,5,2,1.0,230,75,11.85,0
2.8,5,2,1.0,186,140,13.733333333333333,0
1.08,5,2,1.0,100,170,3.5166666666666666,1
2.27,5,2,1.0,48,162,7.383333333333334,0
3.21,5,2,1.0,68,140,11.183333333333334,0
18.46,5,2,1.0,132,50,27.55,0
2.72,5,2,2.0,107,140,6.183333333333334,1
2.79,5,2,1.0,186,140,11.983333333333333,0
2.76,5,2,1.0,158,162,8.9,0
4.13,5,2,1.0,90,236,10.633333333333333,0
1.78,5,2,1.0,186,79,7.1,0
1.1,5,2,1.0,186,161,4.516666666666667,0
1.1,5,2,1.0,186,233,3.9,1
0.9,5,2,2.0,125,113,4.583333333333333,1
1.33,5,2,2.0,186,161,5.716666666666667,1
3.01,5,2,2.0,186,140,14.483333333333333,0
1.4,5,2,1.0,141,75,4.066666666666666,1
1.11,5,2,1.0,186,137,8.666666666666666,1
2.83,5,2,1.0,186,237,12.866666666666667,0
0.7,5,2,1.0,90,186,1.55,1
0.9,5,2,1.0,239,239,4.3,0
0.8,5,2,1.0,48,100,2.45,0
1.57,5,2,1.0,229,137,4.05,0
2.77,5,2,5.0,140,164,12.7,0
0.67,5,2,1.0,74,75,1.7333333333333334,0
0.6,5,2,1.0,48,230,2.0166666666666666,0
1.3,5,2,1.0,48,162,6.366666666666666,0
28.63,16,5,1.0,261,132,53.11666666666667,0
1.3,6,2,1.0,264,264,7.266666666666667,0
4.9,6,2,2.0,7,236,22.3,0
0.93,6,2,6.0,68,100,4.683333333333334,1
1.0,6,2,1.0,186,161,2.3666666666666667,0
2.33,6,2,1.0,148,217,6.2,0
0.76,6,2,1.0,217,256,2.25,0
4.63,6,2,1.0,238,137,18.45,1
0.95,6,2,1.0,229,140,2.2666666666666666,1
0.7,6,2,1.0,140,140,3.1166666666666667,0
0.9,6,2,1.0,262,236,4.483333333333333,1
2.3,6,2,1.0,141,233,9.666666666666666,1
1.0,6,2,1.0,7,179,3.3333333333333335,0
2.9,6,2,1.0,170,236,9.433333333333334,1
0.9,6,2,1.0,68,230,2.8333333333333335,0
1.8,6,2,1.0,186,161,5.133333333333334,0
16.5,6,2,1.0,132,17,22.266666666666666,0
3.07,7,2,1.0,140,107,7.35,0
4.03,7,2,1.0,237,260,17.466666666666665,0
5.17,7,2,1.0,226,107,16.6,0
2.7,6,2,1.0,107,140,5.566666666666666,1
0.84,6,2,1.0,107,137,2.3833333333333333,1
1.87,6,2,1.0,137,140,4.733333333333333,0
0.75,6,2,1.0,229,162,2.8833333333333333,0
1.07,6,2,1.0,162,137,5.316666666666666,0
0.88,6,2,1.0,75,238,5.6,0
2.5,6,2,2.0,107,141,6.35,0
0.4,6,2,1.0,48,163,1.75,0
0.9,6,2,1.0,48,246,3.2666666666666666,0
2.3,6,2,1.0,249,43,5.916666666666667,1
2.4,6,2,1.0,186,229,9.283333333333333,0
1.91,6,2,1.0,75,238,6.916666666666667,0
4.52,6,2,1.0,238,244,12.516666666666667,1
0.83,6,2,1.0,162,161,3.7,0
1.19,6,2,1.0,162,170,5.566666666666666,1
1.95,6,2,1.0,162,140,8.666666666666666,0
3.93,6,2,1.0,262,137,8.8,0
2.55,6,2,1.0,107,140,6.466666666666667,0
3.18,6,2,1.0,100,151,9.883333333333333,1
3.27,6,2,1.0,41,244,13.066666666666666,0
0.56,6,2,1.0,75,75,3.7666666666666666,1
5.9,6,2,2.0,143,83,23.6,0
1.15,6,2,1.0,238,166,6.366666666666666,1
1.44,6,2,1.0,238,75,7.983333333333333,1
3.62,6,2,1.0,75,42,10.85,0
1.71,6,2,1.0,238,142,3.3666666666666667,1
0.97,6,2,1.0,238,166,3.3,0
2.7,6,2,1.0,41,43,9.066666666666666,1
5.6,6,2,1.0,7,75,14.933333333333334,0
3.77,6,2,1.0,75,170,10.633333333333333,0
10.96,6,2,1.0,249,91,28.733333333333334,0
2.59,5,2,1.0,68,186,25.7,0
9.76,6,2,1.0,75,231,15.283333333333333,0
0.6,6,2,1.0,239,142,2.8833333333333333,1
0.89,6,2,1.0,233,161,3.8,1
2.1,6,2,1.0,141,230,11.15,1
1.7,6,2,1.0,238,75,7.3,0
4.2,6,2,1.0,75,100,12.55,0
1.7,6,2,1.0,68,137,8.95,0
0.5,6,2,1.0,170,100,2.2,0
0.7,6,2,1.0,90,137,4.066666666666666,1
1.1,6,2,1.0,107,162,2.95,1
1.2,6,2,1.0,100,142,4.733333333333333,1
1.45,6,2,6.0,48,170,6.85,1
10.3,6,2,6.0,107,244,18.033333333333335,0
0.6,6,2,1.0,107,137,1.3166666666666667,1
2.8,6,2,1.0,107,141,6.6,0
1.17,6,2,1.0,263,140,5.916666666666667,0
1.8,6,2,1.0,237,100,6.933333333333334,1
1.1,6,2,0.0,237,236,4.233333333333333,0
0.4,6,2,0.0,75,75,1.9833333333333334,0
3.7,6,2,0.0,263,186,13.85,1
1.1,6,2,0.0,100,170,6.7,1
0.4,6,2,1.0,141,140,3.4,0
0.8,6,2,1.0,262,140,3.1333333333333333,0
1.6,6,2,1.0,141,75,3.716666666666667,1
1.3,6,2,1.0,236,140,5.583333333333333,1
1.1,6,2,1.0,43,263,5.516666666666667,0
1.3,6,2,1.0,24,42,7.883333333333334,1
1.07,6,2,1.0,100,233,4.75,1
1.26,6,2,1.0,170,68,5.25,0
1.15,6,2,1.0,68,170,10.216666666666667,1
1.9,6,2,1.0,170,140,8.383333333333333,1
1.3,6,2,1.0,233,137,23.266666666666666,1
2.6,6,2,1.0,263,161,10.266666666666667,1
2.0,6,2,1.0,141,75,8.5,1
1.6,6,2,1.0,263,140,5.65,1
1.5,6,2,1.0,48,186,5.8,1
1.1,6,2,1.0,186,170,5.666666666666667,0
4.35,6,2,1.0,186,43,13.15,0
3.2,6,2,1.0,170,125,13.25,0
0.5,6,2,1.0,68,68,2.183333333333333,0
2.1,6,2,1.0,75,140,6.95,1
1.1,6,2,1.0,262,140,2.7666666666666666,1
6.37,6,2,2.0,168,170,12.433333333333334,0
2.15,6,2,1.0,75,163,6.466666666666667,0
3.99,6,2,1.0,162,260,16.0,1
0.8,6,2,2.0,229,140,1.75,1
1.9,6,2,1.0,236,170,3.966666666666667,0
2.97,6,2,3.0,107,236,9.2,1
5.25,6,2,1.0,236,107,12.316666666666666,0
1.49,6,2,1.0,170,140,6.183333333333334,1
1.1,6,2,1.0,263,75,5.1,0
2.7,6,2,3.0,164,140,10.15,1
4.39,6,2,3.0,236,137,11.333333333333334,1
1.4,6,2,1.0,262,237,5.55,0
4.41,6,2,1.0,140,113,11.0,1
2.46,6,2,1.0,79,48,9.183333333333334,0
1.4,6,2,1.0,239,237,5.6,0
3.5,6,2,1.0,263,168,10.666666666666666,0
0.6,6,2,1.0,41,41,4.666666666666667,0
3.0,6,2,1.0,140,48,13.2,1
3.0,6,2,1.0,239,152,11.816666666666666,1
4.96,6,2,1.0,262,167,13.533333333333333,1
1.2,6,2,1.0,79,249,5.383333333333334,0
1.1,6,2,1.0,113,137,5.15,1
0.8,6,2,1.0,164,161,3.216666666666667,1
2.8,6,2,1.0,231,100,6.0,1
3.8,6,2,1.0,100,75,11.75,0
2.3,6,2,1.0,236,161,5.7,1
5.04,6,2,1.0,87,170,10.083333333333334,0
2.72,6,2,1.0,164,140,10.5,1
1.68,6,2,1.0,68,142,6.283333333333333,1
1.94,6,2,1.0,148,137,6.2,1
3.67,6,2,1.0,179,168,9.666666666666666,1
3.89,6,2,1.0,263,137,8.633333333333333,0
0.79,6,2,1.0,244,116,1.9333333333333333,0
3.1,6,2,1.0,236,137,7.533333333333333,0
1.0,6,2,1.0,229,140,3.45,1
1.8,6,2,1.0,140,142,10.266666666666667,1
2.4,6,2,1.0,162,246,11.216666666666667,0
2.4,6,2,1.0,249,161,7.45,1
3.9,6,2,1.0,249,140,13.15,0
0.39,6,2,1.0,142,239,1.2,0
1.5,6,2,1.0,100,162,4.816666666666666,0
1.0,6,2,1.0,48,170,6.05,0
1.2,6,2,1.0,162,137,6.05,0
2.2,6,2,1.0,137,140,8.683333333333334,0
1.72,6,2,1.0,152,74,7.4,0
2.44,6,2,1.0,48,141,8.15,1
5.11,6,2,1.0,262,107,13.566666666666666,0
1.08,6,2,1.0,90,137,5.066666666666666,0
16.62,6,2,1.0,51,137,24.066666666666666,0
1.31,6,2,1.0,7,145,6.166666666666667,1
1.78,6,2,1.0,170,137,9.716666666666667,0
0.75,6,2,1.0,162,170,7.483333333333333,0
0.36,6,2,5.0,42,42,2.433333333333333,0
2.19,6,2,5.0,41,151,10.9,0
0.77,6,2,5.0,238,24,2.65,0
0.45,6,2,1.0,100,164,2.8,0
0.98,6,2,1.0,100,137,6.766666666666667,1
2.08,6,2,1.0,164,237,5.65,1
4.47,6,2,1.0,238,162,22.516666666666666,0
1.71,6,2,1.0,229,263,3.966666666666667,1
1.82,6,2,1.0,75,140,8.666666666666666,1
1.28,6,2,2.0,48,162,6.5,0
0.81,6,2,2.0,162,137,3.716666666666667,1
2.78,6,2,2.0,107,140,6.783333333333333,1
2.3,6,2,2.0,140,233,5.966666666666667,1
2.24,6,2,3.0,137,140,6.916666666666667,1
2.33,6,2,2.0,140,233,5.7,1
9.5,6,2,1.0,7,13,16.933333333333334,0
0.67,6,2,1.0,141,140,3.6333333333333333,1
0.51,6,2,1.0,263,236,2.7333333333333334,0
2.57,6,2,2.0,239,162,8.233333333333333,1
0.78,5,2,1.0,41,41,3.716666666666667,0
2.78,6,2,1.0,143,236,6.45,0
1.5,6,2,1.0,186,107,7.416666666666667,0
2.6,6,2,0.0,100,140,11.616666666666667,1
12.0,6,2,0.0,140,254,24.7,0
1.4,6,2,1.0,68,170,9.7,1
2.52,6,2,1.0,141,107,8.066666666666666,0
1.85,6,2,1.0,137,141,4.383333333333334,0
1.57,6,2,5.0,48,164,5.733333333333333,0
0.3,5,2,3.0,141,140,0.6833333333333333,1
4.83,6,2,3.0,263,107,12.116666666666667,0
1.38,6,2,3.0,162,263,4.3,0
1.03,6,2,3.0,263,141,3.216666666666667,0
0.98,6,2,3.0,262,263,3.4,0
1.5,6,2,3.0,263,140,5.266666666666667,1
2.0,6,2,1.0,25,45,4.983333333333333,0
0.49,6,2,1.0,263,263,2.1,0
1.39,6,2,2.0,74,263,4.0,0
0.93,6,2,2.0,75,43,4.866666666666666,0
6.33,6,2,1.0,230,82,22.383333333333333,0
2.32,6,2,2.0,260,70,11.5,0
1.08,6,2,1.0,129,129,6.266666666666667,0
10.26,6,2,6.0,100,69,25.516666666666666,0
0.73,6,2,1.0,48,230,2.3666666666666667,1
6.1,6,2,1.0,230,209,20.266666666666666,1
1.71,6,2,1.0,243,169,5.25,0
2.1,6,2,1.0,186,229,9.383333333333333,1
5.1,6,2,0.0,233,80,14.216666666666667,0
0.4,6,2,1.0,233,137,1.2666666666666666,1
1.9,6,2,1.0,224,233,6.866666666666666,1
0.66,6,2,1.0,140,236,2.783333333333333,0
7.69,6,2,1.0,74,148,13.616666666666667,0
0.73,6,2,1.0,116,116,1.3,0
8.88,6,2,1.0,137,138,13.7,0
1.9,6,2,1.0,236,142,6.083333333333333,0
0.8,6,2,1.0,75,75,3.2666666666666666,0
0.54,6,2,1.0,48,164,2.8,1
1.9,6,2,1.0,229,107,4.566666666666666,0
2.3,6,2,1.0,107,45,12.6,1
3.5,6,2,1.0,107,263,8.3,1
0.7,6,2,1.0,237,140,2.183333333333333,0
1.9,6,2,1.0,141,75,7.283333333333333,1
