trip_distance,pickup_hour,pickup_weekday,passenger_count,PULocationID,DOLocationID,trip_duration,is_tip_generous
3.24,12,5,1.0,107,237,10.95,0
1.43,12,5,1.0,236,141,7.1,1
0.49,12,5,1.0,141,229,2.1166666666666667,1
0.46,12,5,5.0,142,142,3.5166666666666666,1
1.43,12,5,5.0,143,238,6.5,1
0.94,12,5,5.0,238,142,4.433333333333334,0
5.45,12,5,1.0,41,234,17.65,1
3.69,12,5,2.0,234,231,12.15,0
2.26,12,5,1.0,48,68,11.883333333333333,0
0.4,12,5,1.0,33,33,3.4166666666666665,0
4.3,12,5,1.0,50,152,7.8,0
1.6,12,5,1.0,263,238,7.666666666666667,0
2.26,12,5,1.0,238,163,9.883333333333333,0
0.92,12,5,1.0,151,238,4.266666666666667,0
0.44,12,5,1.0,24,151,2.7333333333333334,0
2.79,12,5,1.0,263,226,5.216666666666667,0
2.04,12,5,1.0,43,42,8.633333333333333,1
4.86,12,5,1.0,48,13,12.95,0
2.8,12,5,1.0,262,229,44.63333333333333,0
1.3,12,5,1.0,141,263,3.3666666666666667,1
6.3,12,5,1.0,262,158,20.683333333333334,0
3.49,12,5,1.0,233,75,9.583333333333334,1
2.9,12,5,1.0,114,229,12.2,0
2.0,12,5,1.0,233,79,4.316666666666666,0
2.1,12,5,1.0,162,236,7.4,0
2.4,12,5,1.0,164,231,6.916666666666667,0
0.65,12,5,1.0,151,238,1.6333333333333333,1
5.5,12,5,1.0,138,134,12.05,1
2.57,11,5,1.0,234,229,11.266666666666667,0
3.21,12,5,1.0,162,238,15.566666666666666,0
1.37,12,5,6.0,90,186,7.033333333333333,0
1.91,12,5,6.0,163,68,5.5,1
0.75,12,5,2.0,263,75,2.6,0
3.27,12,5,2.0,236,75,18.266666666666666,0
1.87,12,5,2.0,7,226,12.4,1
1.58,12,5,1.0,7,7,7.916666666666667,0
1.8,12,5,1.0,162,229,7.033333333333333,1
20.3,12,5,2.0,170,132,35.95,0
0.3,12,5,1.0,68,68,2.2,0
1.8,12,5,0.0,48,137,8.516666666666667,0
0.9,12,5,3.0,230,100,2.9833333333333334,0
8.73,12,5,1.0,262,17,20.783333333333335,0
2.0,12,5,1.0,17,17,13.233333333333333,1
1.77,12,5,4.0,143,237,7.966666666666667,0
9.93,12,5,5.0,238,200,15.383333333333333,1
0.6,12,5,1.0,244,244,2.35,0
2.07,12,5,1.0,74,42,10.633333333333333,0
1.12,12,5,1.0,42,116,8.25,0
1.21,12,5,1.0,161,163,4.266666666666667,0
0.65,12,5,1.0,107,137,3.2333333333333334,0
1.19,12,5,1.0,140,262,5.783333333333333,1
0.6,12,5,1.0,90,246,2.716666666666667,1
1.4,12,5,1.0,125,158,6.466666666666667,1
4.31,12,5,1.0,144,141,13.45,0
0.75,12,5,1.0,236,75,1.8,1
0.38,11,5,2.0,50,142,1.4,1
1.97,12,5,2.0,142,43,8.033333333333333,1
1.59,12,5,1.0,41,74,9.05,0
3.94,12,5,1.0,68,90,17.0,1
1.2,12,5,1.0,263,141,4.533333333333333,1
1.5,12,5,1.0,234,79,7.55,1
0.91,12,5,1.0,20,136,6.7,0
0.44,12,5,1.0,263,263,1.0333333333333334,1
0.56,12,5,1.0,238,151,2.533333333333333,0
4.16,12,5,1.0,148,141,11.95,0
1.79,12,5,1.0,166,116,8.883333333333333,1
2.8,12,5,0.0,74,141,10.133333333333333,1
1.74,12,5,1.0,229,186,5.5,1
3.6,12,5,1.0,75,167,14.866666666666667,0
3.7,12,5,3.0,143,143,15.6,0
1.6,12,5,1.0,151,239,5.8,1
6.96,12,5,2.0,163,173,28.466666666666665,0
2.36,11,5,1.0,263,168,6.783333333333333,0
2.0,12,5,1.0,146,140,7.083333333333333,1
4.8,12,5,1.0,140,42,12.766666666666667,0
1.83,12,5,2.0,152,244,10.15,0
2.98,12,5,3.0,116,238,12.383333333333333,0
0.83,12,5,2.0,238,166,4.966666666666667,0
1.15,12,5,2.0,166,41,6.6,0
4.1,12,5,1.0,170,41,15.183333333333334,1
2.3,12,5,1.0,142,238,6.316666666666666,1
3.0,12,5,1.0,237,234,9.683333333333334,0
1.3,12,5,1.0,229,161,4.866666666666666,0
0.76,12,5,1.0,239,142,3.3333333333333335,1
0.36,12,5,1.0,239,239,2.8833333333333333,1
1.27,12,5,1.0,142,48,6.2,0
0.6,12,5,1.0,239,239,3.8,1
0.69,12,5,1.0,137,107,5.783333333333333,0
1.31,12,5,1.0,137,79,6.7,1
1.78,12,5,5.0,164,68,8.116666666666667,0
4.1,12,5,6.0,246,238,14.833333333333334,1
1.47,12,5,6.0,151,239,6.166666666666667,1
0.7,12,5,1.0,229,141,4.95,1
2.3,12,5,1.0,141,141,16.966666666666665,0
0.8,12,5,1.0,113,211,3.0166666666666666,1
0.7,12,5,1.0,65,66,3.85,1
4.66,12,5,1.0,4,225,18.216666666666665,0
0.4,12,5,1.0,263,262,3.933333333333333,1
5.3,12,5,1.0,140,144,12.8,0
2.8,12,5,2.0,48,107,10.5,0
2.1,12,5,2.0,140,236,7.683333333333334,1
2.6,12,5,1.0,161,211,8.9,1
0.97,12,5,1.0,125,113,4.033333333333333,1
0.86,12,5,1.0,90,114,2.9833333333333334,1
2.53,12,5,1.0,249,230,7.316666666666666,0
0.9,12,5,1.0,151,239,3.2,1
1.15,12,5,2.0,229,170,3.816666666666667,1
0.3,12,5,1.0,42,41,2.283333333333333,0
3.2,12,5,1.0,238,116,12.483333333333333,0
0.1,12,5,1.0,244,244,0.8833333333333333,0
0.62,11,5,1.0,60,248,2.783333333333333,0
0.87,12,5,1.0,42,41,4.233333333333333,0
1.03,12,5,1.0,41,74,6.233333333333333,0
7.49,11,5,2.0,140,65,15.65,0
3.1,12,5,1.0,146,7,19.516666666666666,0
0.5,12,5,1.0,142,142,2.966666666666667,1
1.3,12,5,0.0,141,236,6.2,1
6.0,12,5,0.0,170,65,12.566666666666666,0
0.7,12,5,0.0,231,13,5.866666666666666,1
1.5,12,5,2.0,100,229,7.966666666666667,1
0.88,12,5,1.0,42,42,3.8,0
2.19,12,5,1.0,263,41,9.35,0
4.83,12,5,1.0,41,193,11.633333333333333,0
3.58,12,5,1.0,193,226,12.283333333333333,0
3.33,12,5,1.0,151,141,12.95,0
0.6,12,5,1.0,24,41,2.533333333333333,0
2.0,12,5,1.0,239,48,7.55,0
4.1,12,5,1.0,41,161,13.1,0
0.57,12,5,1.0,265,264,0.13333333333333333,0
6.65,12,5,1.0,65,233,14.15,0
2.16,12,5,1.0,229,263,7.483333333333333,1
2.96,12,5,1.0,48,41,11.433333333333334,1
1.2,12,5,1.0,163,237,3.9166666666666665,1
1.19,12,5,1.0,237,229,4.466666666666667,1
0.93,12,5,1.0,161,48,2.7333333333333334,0
0.47,12,5,1.0,238,239,2.85,1
3.1,12,5,1.0,262,137,5.333333333333333,1
2.0,12,5,1.0,236,162,10.933333333333334,1
0.84,12,5,1.0,74,41,6.1,0
1.01,12,5,1.0,41,152,5.633333333333334,0
1.17,12,5,1.0,90,137,5.75,1
0.5,12,5,1.0,90,90,1.85,1
1.22,12,5,1.0,49,17,6.433333333333334,0
0.66,12,5,1.0,237,141,4.65,1
6.0,12,5,1.0,142,116,15.75,0
3.35,12,5,2.0,107,140,11.666666666666666,0
0.2,12,5,1.0,151,24,2.05,0
0.3,12,5,2.0,152,166,2.0833333333333335,0
12.5,12,5,1.0,107,220,18.433333333333334,0
5.76,12,5,2.0,244,151,12.9,0
1.68,12,5,2.0,238,75,6.65,0
5.74,12,5,1.0,186,181,22.8,0
0.8,12,5,1.0,162,48,4.016666666666667,0
1.6,12,5,1.0,243,235,7.25,0
0.9,12,5,1.0,48,68,4.066666666666666,0
4.8,12,5,1.0,164,41,17.766666666666666,0
0.9,12,5,1.0,75,236,3.3,1
3.33,12,5,1.0,236,186,11.116666666666667,0
2.69,12,5,1.0,186,4,9.166666666666666,0
2.79,12,5,2.0,4,186,10.733333333333333,0
2.81,12,5,1.0,234,143,11.183333333333334,1
1.26,12,5,1.0,68,142,4.666666666666667,0
3.84,12,5,1.0,151,186,14.2,0
7.0,12,5,2.0,75,20,17.4,1
2.1,12,5,1.0,237,146,5.25,0
0.4,12,5,1.0,193,193,2.5,0
4.4,12,5,1.0,140,232,7.783333333333333,0
1.4,12,5,1.0,229,137,5.516666666666667,0
0.8,12,5,1.0,263,75,4.283333333333333,1
1.9,12,5,1.0,236,151,10.316666666666666,0
2.05,12,5,1.0,236,170,8.183333333333334,1
0.9,12,5,1.0,262,141,3.6333333333333333,0
0.62,12,5,1.0,143,239,4.783333333333333,1
0.44,12,5,1.0,137,164,2.466666666666667,0
0.01,12,5,1.0,107,107,0.48333333333333334,0
0.54,12,5,1.0,48,100,1.6833333333333333,0
16.15,12,5,1.0,90,249,44.75,0
0.4,12,5,1.0,234,164,2.316666666666667,1
2.0,12,5,1.0,186,142,7.05,1
13.68,12,5,1.0,62,115,36.083333333333336,0
1.8,12,5,1.0,263,237,4.15,1
2.12,12,5,1.0,163,238,8.2,0
0.9,12,5,1.0,143,143,3.8333333333333335,1
1.6,12,5,1.0,229,141,4.283333333333333,0
0.78,12,5,1.0,236,75,4.316666666666666,0
2.7,12,5,1.0,246,79,10.666666666666666,1
1.43,12,5,1.0,263,229,3.283333333333333,0
3.47,12,5,2.0,48,158,13.166666666666666,1
5.34,12,5,2.0,151,244,11.233333333333333,0
4.4,12,5,1.0,142,142,0.16666666666666666,0
1.4,12,5,1.0,163,170,5.366666666666666,1
1.1,12,5,1.0,230,186,2.5,1
3.24,12,5,1.0,236,137,12.65,1
0.73,12,5,1.0,239,143,3.716666666666667,1
4.21,12,5,1.0,263,7,15.783333333333333,1
0.8,12,5,1.0,237,162,5.133333333333334,0
1.7,12,5,1.0,264,69,9.666666666666666,0
0.81,12,5,1.0,132,132,7.033333333333333,0
0.9,12,5,1.0,48,143,2.95,0
5.1,12,5,1.0,116,94,15.733333333333333,0
1.6,12,5,1.0,4,107,6.733333333333333,0
0.7,12,5,1.0,162,229,2.7666666666666666,0
1.9,12,5,2.0,143,151,6.566666666666666,1
1.9,12,5,2.0,239,263,12.133333333333333,1
3.24,12,5,1.0,50,137,12.75,1
0.9,12,5,2.0,137,170,3.433333333333333,0
2.41,12,5,1.0,32,182,11.516666666666667,0
3.63,12,5,1.0,233,226,9.883333333333333,0
1.34,12,5,1.0,48,142,7.566666666666666,0
1.46,12,5,1.0,142,237,8.15,0
3.05,12,5,1.0,233,112,9.133333333333333,0
0.64,12,5,1.0,237,141,3.316666666666667,1
5.7,12,5,1.0,162,116,17.55,0
1.22,12,5,1.0,186,48,4.55,1
0.4,12,5,0.0,237,237,1.6833333333333333,1
1.6,12,5,0.0,170,68,7.883333333333334,0
0.5,12,5,0.0,68,100,3.95,0
1.0,12,5,1.0,74,41,5.066666666666666,0
1.9,12,5,1.0,41,74,15.533333333333333,0
0.9,12,5,2.0,236,262,5.583333333333333,1
1.3,12,5,1.0,141,229,3.466666666666667,1
2.0,12,5,1.0,107,230,10.516666666666667,0
2.2,12,5,1.0,249,209,12.9,0
1.53,12,5,1.0,141,238,6.416666666666667,0
0.44,12,5,1.0,249,249,2.3333333333333335,1
1.62,12,5,1.0,113,137,8.983333333333333,0
1.5,12,5,1.0,263,237,6.033333333333333,0
0.8,12,5,1.0,236,263,2.3333333333333335,1
3.5,12,5,1.0,236,107,10.266666666666667,0
2.93,12,5,1.0,43,166,9.916666666666666,1
0.41,12,5,1.0,239,239,2.6,1
1.46,12,5,1.0,239,236,8.366666666666667,1
4.9,12,5,1.0,142,43,25.216666666666665,1
2.58,12,5,1.0,238,237,11.183333333333334,0
0.74,12,5,2.0,186,170,3.55,1
2.6,12,5,2.0,136,18,11.366666666666667,0
0.5,12,5,1.0,142,48,3.6333333333333333,1
1.43,12,5,1.0,237,230,4.916666666666667,0
1.8,12,5,1.0,238,41,9.333333333333334,0
1.0,12,5,1.0,41,152,5.966666666666667,0
2.5,12,5,1.0,142,166,6.316666666666666,1
0.9,12,5,1.0,166,152,3.95,0
4.0,12,5,1.0,209,170,11.45,0
0.8,12,5,1.0,170,234,3.8833333333333333,0
1.3,12,5,1.0,107,233,4.833333333333333,1
3.0,12,5,1.0,107,87,13.65,1
1.6,12,5,1.0,158,13,5.25,1
0.8,12,5,1.0,163,142,4.033333333333333,1
0.9,12,5,1.0,48,142,3.816666666666667,0
0.68,12,5,1.0,230,48,2.2666666666666666,0
0.47,12,5,1.0,186,164,1.6333333333333333,0
2.1,12,5,1.0,238,75,9.916666666666666,1
1.06,12,5,1.0,107,170,6.016666666666667,0
12.1,12,5,1.0,163,241,20.25,0
1.4,12,5,1.0,151,166,6.05,1
7.7,12,5,1.0,151,220,16.15,0
7.81,12,5,1.0,42,83,24.883333333333333,0
3.5,13,5,1.0,68,148,18.833333333333332,0
2.2,13,5,1.0,234,231,8.316666666666666,1
12.7,13,5,1.0,90,68,53.666666666666664,1
2.0,13,5,2.0,142,233,10.883333333333333,1
1.8,13,5,1.0,239,151,10.266666666666667,0
3.5,13,5,1.0,151,162,17.016666666666666,1
0.14,13,5,1.0,24,24,0.6,1
18.33,13,5,1.0,263,132,25.233333333333334,0
1.0,13,5,1.0,100,170,7.4,0
1.2,13,5,1.0,186,163,3.9833333333333334,0
1.6,13,5,1.0,100,234,7.05,0
10.37,13,5,6.0,100,136,18.316666666666666,1
9.72,13,5,2.0,68,127,20.366666666666667,0
1.1,13,5,1.0,141,233,3.7,1
4.1,13,5,2.0,233,238,14.066666666666666,1
2.1,13,5,1.0,158,261,9.133333333333333,1
0.7,13,5,1.0,127,127,3.533333333333333,0
0.82,13,5,1.0,231,231,4.083333333333333,1
0.2,13,5,1.0,143,143,1.4333333333333333,1
1.3,13,5,1.0,238,41,7.7,0
1.1,13,5,1.0,100,163,2.8666666666666667,0
0.7,13,5,1.0,74,75,2.683333333333333,0
21.0,13,5,1.0,261,132,30.1,1
0.47,13,5,1.0,238,238,3.2666666666666666,1
1.1,13,5,1.0,263,141,2.7333333333333334,0
0.6,13,5,2.0,141,141,4.983333333333333,0
5.0,13,5,1.0,226,234,17.716666666666665,1
0.82,14,5,1.0,170,224,6.633333333333334,1
1.19,13,5,1.0,100,234,3.35,0
1.5,13,5,1.0,39,39,7.1,1
1.9,13,5,1.0,137,140,5.15,1
1.2,13,5,1.0,237,75,8.283333333333333,1
0.7,13,5,1.0,107,137,2.75,1
0.3,13,5,2.0,264,264,4.7,0
3.48,13,5,1.0,239,239,15.6,1
1.52,13,5,1.0,166,41,8.65,0
2.25,13,5,1.0,166,116,9.933333333333334,1
2.5,13,5,1.0,50,141,10.966666666666667,1
0.4,13,5,1.0,141,140,2.783333333333333,1
2.3,13,5,1.0,140,164,11.783333333333333,0
1.4,13,5,1.0,186,50,5.516666666666667,1
0.01,13,5,5.0,37,264,0.16666666666666666,0
0.6,13,5,1.0,263,141,2.9833333333333334,1
0.74,13,5,1.0,141,263,1.8666666666666667,1
1.79,13,5,1.0,141,143,9.316666666666666,1
1.39,13,5,1.0,239,151,3.716666666666667,0
2.95,13,5,1.0,90,48,11.533333333333333,1
1.21,13,5,6.0,24,41,7.116666666666666,0
1.6,13,5,1.0,75,42,7.45,0
3.7,13,5,1.0,226,170,13.733333333333333,0
6.27,13,5,1.0,238,79,24.266666666666666,1
3.15,13,5,1.0,75,168,11.366666666666667,0
4.21,13,5,1.0,236,68,16.95,0
0.5,13,5,1.0,137,170,3.9166666666666665,0
0.85,13,5,1.0,90,234,5.216666666666667,0
0.7,13,5,1.0,151,239,1.85,1
3.06,12,5,1.0,238,161,13.066666666666666,0
0.46,13,5,1.0,143,143,4.383333333333334,1
2.7,13,5,1.0,186,186,0.13333333333333333,0
16.3,13,5,1.0,68,1,22.8,1
2.3,13,5,1.0,137,141,6.533333333333333,0
0.6,13,5,1.0,229,162,2.966666666666667,0
1.1,13,5,1.0,107,224,5.583333333333333,1
1.5,13,5,1.0,170,79,5.716666666666667,1
2.1,13,5,1.0,107,140,4.866666666666666,0
4.5,13,5,2.0,263,69,12.716666666666667,0
0.38,13,5,1.0,263,236,1.15,1
6.53,13,5,1.0,79,41,19.95,1
1.4,13,5,2.0,141,239,4.666666666666667,1
0.9,13,5,1.0,142,48,2.0,1
1.4,13,5,1.0,249,113,30.45,0
1.4,13,5,1.0,186,162,10.5,0
4.89,13,5,1.0,140,166,16.666666666666668,0
1.91,13,5,1.0,238,41,9.866666666666667,0
2.58,13,5,1.0,145,223,10.3,0
7.4,13,5,1.0,79,159,31.0,0
1.84,13,5,2.0,236,74,6.016666666666667,1
3.2,13,5,2.0,74,116,18.733333333333334,0
8.29,13,5,1.0,140,78,28.833333333333332,0
1.5,13,5,1.0,140,236,6.3,1
5.93,13,5,1.0,220,116,22.8,0
0.55,13,5,1.0,236,236,2.15,1
4.94,13,5,2.0,41,186,14.65,0
2.09,13,5,1.0,50,238,4.083333333333333,0
0.98,13,5,1.0,233,164,5.0,0
1.81,13,5,1.0,263,74,4.283333333333333,1
1.95,13,5,1.0,74,151,9.133333333333333,0
2.1,13,5,1.0,162,107,6.85,0
1.2,13,5,1.0,263,263,16.383333333333333,0
0.91,13,5,1.0,239,238,4.066666666666666,1
0.25,13,5,1.0,151,151,1.45,0
0.52,13,5,1.0,68,90,2.5833333333333335,0
2.0,13,5,1.0,90,231,5.85,1
1.2,13,5,1.0,263,75,3.1166666666666667,1
1.1,13,5,1.0,141,229,2.316666666666667,1
4.0,13,5,1.0,161,79,10.233333333333333,0
2.5,13,5,1.0,151,74,8.366666666666667,0
4.4,13,5,2.0,151,151,25.716666666666665,0
2.0,13,5,1.0,151,42,8.35,0
0.62,13,5,3.0,41,42,3.7333333333333334,0
8.74,13,5,2.0,74,254,12.95,0
0.9,13,5,1.0,238,24,4.466666666666667,0
1.3,13,5,1.0,42,41,8.383333333333333,0
2.1,13,5,1.0,43,262,10.5,0
2.3,13,5,1.0,238,230,13.516666666666667,1
5.6,13,5,1.0,41,234,16.366666666666667,0
0.8,13,5,1.0,249,125,4.083333333333333,1
4.6,13,5,1.0,90,52,13.933333333333334,0
4.8,13,5,1.0,137,74,13.583333333333334,0
2.7,13,5,2.0,141,193,8.55,0
3.6,13,5,1.0,238,116,12.65,1
2.3,13,5,1.0,237,170,7.983333333333333,1
3.5,13,5,1.0,65,137,9.95,0
3.79,13,5,1.0,125,209,16.916666666666668,1
1.6,13,5,1.0,43,239,8.016666666666667,0
4.9,13,5,1.0,239,244,11.45,0
4.6,13,5,1.0,140,79,10.633333333333333,1
3.94,13,5,1.0,236,116,16.416666666666668,0
5.35,13,5,1.0,239,239,25.15,1
0.01,13,5,2.0,24,24,0.25,0
1.09,13,5,2.0,141,236,2.433333333333333,0
1.61,13,5,2.0,237,141,11.033333333333333,0
0.7,13,5,1.0,75,41,5.4,0
1.4,13,5,1.0,74,41,10.683333333333334,0
1.9,13,5,1.0,140,236,11.2,1
0.44,13,5,6.0,79,79,1.25,0
3.35,13,5,6.0,79,237,13.233333333333333,1
1.02,13,5,3.0,107,164,6.516666666666667,1
3.28,13,5,1.0,142,166,19.883333333333333,0
1.5,13,5,1.0,238,143,5.033333333333333,1
1.3,13,5,2.0,24,41,6.433333333333334,0
1.93,13,5,1.0,68,68,8.05,0
1.85,13,5,1.0,68,48,4.266666666666667,1
2.52,13,5,1.0,229,90,9.716666666666667,0
1.18,13,5,5.0,43,48,4.833333333333333,1
1.51,13,5,1.0,233,237,4.5,0
1.73,13,5,1.0,141,141,7.433333333333334,1
11.13,13,5,2.0,90,22,28.583333333333332,0
2.2,13,5,2.0,231,68,6.083333333333333,1
2.1,13,5,1.0,151,143,7.416666666666667,1
1.34,12,5,1.0,151,41,6.433333333333334,1
0.9,13,5,1.0,41,42,4.116666666666666,0
1.07,13,5,1.0,239,143,5.733333333333333,1
3.48,13,5,1.0,87,137,6.033333333333333,0
2.09,13,5,1.0,239,236,7.633333333333334,0
0.57,13,5,1.0,162,162,1.25,1
4.7,13,5,2.0,107,25,16.033333333333335,1
1.1,13,5,1.0,229,141,3.533333333333333,1
2.08,13,5,1.0,238,163,9.733333333333333,1
4.6,13,5,1.0,140,260,14.616666666666667,0
0.42,13,5,1.0,239,143,2.566666666666667,1
3.7,13,5,1.0,13,4,7.683333333333334,0
3.63,13,5,2.0,164,75,9.95,0
9.3,13,5,0.0,87,166,17.516666666666666,1
11.38,13,5,1.0,140,228,24.05,1
2.83,13,5,6.0,229,239,8.733333333333333,1
0.32,12,5,2.0,170,170,1.1,0
2.11,13,5,2.0,90,163,5.133333333333334,1
0.54,13,5,2.0,166,43,4.983333333333333,1
1.49,13,5,2.0,41,75,6.083333333333333,0
15.3,13,5,2.0,7,76,27.683333333333334,0
2.5,13,5,1.0,237,238,13.666666666666666,0
0.7,13,5,2.0,75,75,3.216666666666667,0
5.4,13,5,0.0,238,113,17.283333333333335,0
0.5,13,5,1.0,238,238,3.2,1
2.2,13,5,1.0,151,143,9.533333333333333,1
2.79,13,5,1.0,236,41,10.133333333333333,1
1.57,13,5,1.0,263,74,6.016666666666667,1
1.17,13,5,5.0,238,24,4.566666666666666,1
4.3,13,5,1.0,116,262,17.116666666666667,0
5.8,13,5,0.0,247,213,10.433333333333334,1
1.5,13,5,1.0,90,79,7.783333333333333,0
3.2,13,5,1.0,141,41,11.216666666666667,0
2.28,13,5,1.0,233,246,9.883333333333333,0
2.88,13,5,2.0,41,119,9.833333333333334,0
1.82,13,5,2.0,163,43,7.133333333333334,0
6.67,13,5,2.0,239,4,18.233333333333334,1
2.0,13,5,1.0,48,43,6.433333333333334,1
3.2,13,5,1.0,232,170,10.633333333333333,0
1.8,13,5,1.0,125,261,7.2,1
2.8,13,5,1.0,164,4,11.816666666666666,0
8.9,13,5,1.0,148,42,14.116666666666667,0
2.57,13,5,1.0,137,125,10.183333333333334,0
1.42,13,5,1.0,168,42,8.866666666666667,0
1.31,13,5,1.0,42,116,7.35,0
1.1,13,5,1.0,43,43,4.616666666666666,0
1.18,13,5,1.0,151,239,5.7,0
9.15,13,5,1.0,190,181,39.61666666666667,1
1.77,13,5,1.0,229,234,6.383333333333334,1
3.9,13,5,1.0,186,151,13.85,0
0.4,13,5,1.0,79,79,1.2666666666666666,0
1.2,13,5,2.0,229,237,5.883333333333334,1
0.9,13,5,1.0,237,161,2.7666666666666666,0
3.2,13,5,3.0,262,166,11.75,1
1.2,13,5,2.0,125,90,2.9,1
2.9,13,5,2.0,249,164,23.033333333333335,0
3.0,13,5,2.0,237,74,8.083333333333334,1
0.9,13,5,1.0,237,161,3.3833333333333333,1
0.3,13,5,1.0,151,151,2.8,1
8.7,13,5,1.0,43,127,14.483333333333333,0
4.31,13,5,1.0,262,262,20.166666666666668,0
0.72,13,5,5.0,41,24,5.833333333333333,1
0.16,13,5,6.0,236,236,1.4166666666666667,1
1.55,13,5,6.0,234,164,7.683333333333334,1
6.73,13,5,6.0,230,116,45.31666666666667,0
1.74,13,5,1.0,143,50,7.583333333333333,0
0.57,13,5,1.0,143,143,3.783333333333333,1
0.44,13,5,1.0,143,239,3.2666666666666666,1
1.3,13,5,1.0,41,74,5.75,0
0.9,13,5,1.0,263,43,4.333333333333333,0
0.7,13,5,1.0,43,237,4.633333333333334,0
0.8,13,5,1.0,74,75,2.2333333333333334,0
0.6,13,5,1.0,141,263,2.1,0
1.9,13,5,2.0,141,141,18.433333333333334,0
1.95,13,5,1.0,234,148,8.6,0
18.45,13,5,1.0,64,231,35.25,0
16.82,13,5,1.0,90,136,41.85,0
0.4,13,5,1.0,229,140,1.0,1
2.1,13,5,1.0,237,137,7.5,0
0.6,13,5,2.0,137,137,26.35,0
4.86,13,5,1.0,79,238,15.483333333333333,0
1.71,13,5,3.0,186,163,5.916666666666667,0
0.8,13,5,1.0,42,41,3.4833333333333334,0
0.8,13,5,1.0,246,68,2.033333333333333,0
3.0,13,5,1.0,141,107,10.816666666666666,1
1.33,13,5,1.0,74,42,7.1,0
3.99,13,5,1.0,42,263,9.8,1
4.43,13,5,1.0,238,68,13.033333333333333,0
0.57,13,5,1.0,234,234,4.283333333333333,1
1.93,13,5,1.0,236,74,5.9,0
1.5,13,5,2.0,236,151,6.1,1
1.13,13,5,6.0,13,13,8.633333333333333,1
3.5,13,5,1.0,143,152,10.466666666666667,0
1.63,13,5,1.0,229,48,9.283333333333333,0
1.4,13,5,2.0,263,140,5.166666666666667,0
3.02,13,5,1.0,75,42,11.933333333333334,0
0.54,13,5,1.0,239,142,2.05,0
8.78,13,5,1.0,50,247,15.666666666666666,0
0.74,13,5,1.0,239,239,10.683333333333334,0
8.88,13,5,6.0,41,185,19.75,0
2.81,13,5,1.0,262,163,10.216666666666667,1
0.38,13,5,1.0,236,236,2.8666666666666667,1
1.0,13,5,1.0,90,107,5.0,0
1.9,13,5,1.0,164,164,12.783333333333333,0
0.17,13,5,1.0,125,125,1.15,0
1.74,13,5,1.0,125,211,7.25,1
1.15,13,5,1.0,234,234,10.033333333333333,1
1.6,13,5,1.0,142,162,6.1,1
0.97,13,5,2.0,140,229,3.15,1
0.5,13,5,1.0,238,151,2.9833333333333334,1
1.01,13,5,1.0,186,68,3.4,1
1.81,13,5,1.0,90,142,5.95,1
5.1,13,5,0.0,148,263,15.433333333333334,0
1.0,13,5,1.0,162,50,5.283333333333333,1
3.2,13,5,1.0,166,243,14.716666666666667,1
0.58,13,5,1.0,107,79,3.4,1
1.4,13,5,2.0,50,68,4.25,0
1.68,13,5,1.0,234,233,7.7,0
0.67,13,5,1.0,236,263,5.133333333333334,1
4.8,13,5,1.0,137,202,14.833333333333334,1
1.9,13,5,1.0,231,90,4.35,1
2.2,13,5,1.0,163,238,9.866666666666667,1
1.3,13,5,0.0,137,229,3.7,1
1.31,13,5,1.0,242,183,7.8,0
0.6,13,5,1.0,151,238,5.033333333333333,1
0.47,13,5,1.0,143,142,3.216666666666667,0
0.56,13,5,3.0,249,90,1.8166666666666667,0
0.3,13,5,1.0,262,141,1.7666666666666666,1
1.6,13,5,1.0,237,143,7.633333333333334,1
0.9,13,5,1.0,151,238,5.233333333333333,1
0.4,13,5,1.0,236,263,1.7333333333333334,1
1.2,13,5,1.0,263,74,3.933333333333333,1
0.8,13,5,1.0,236,262,5.616666666666666,0
1.6,13,5,1.0,236,237,6.966666666666667,1
3.1,13,5,1.0,151,244,10.1,1
2.14,13,5,3.0,87,211,8.45,0
3.4,13,5,1.0,239,68,26.2,0
5.1,13,5,1.0,151,234,18.183333333333334,0
1.0,13,5,1.0,75,74,3.15,0
27.1,13,5,1.0,221,265,40.31666666666667,0
5.08,12,5,4.0,141,159,12.683333333333334,0
7.53,13,5,1.0,42,185,14.383333333333333,1
0.41,13,5,1.0,143,143,1.9,1
2.31,13,5,1.0,90,261,6.016666666666667,0
0.7,13,5,1.0,239,239,5.183333333333334,1
0.9,13,5,1.0,239,238,4.4,1
2.2,13,5,1.0,239,166,12.7,0
2.7,13,5,1.0,263,161,8.983333333333333,1
2.75,13,5,1.0,24,263,11.566666666666666,0
0.9,13,5,1.0,50,163,5.1,0
0.9,13,5,1.0,50,48,4.0,0
4.14,13,5,1.0,79,263,12.866666666666667,1
0.55,13,5,1.0,48,100,1.5833333333333333,0
3.42,13,5,1.0,239,234,10.633333333333333,0
3.56,13,5,1.0,234,142,17.4,0
1.55,13,5,1.0,142,68,4.283333333333333,1
0.7,13,5,1.0,113,234,3.1666666666666665,1
2.1,13,5,1.0,90,79,10.116666666666667,1
1.0,13,5,1.0,234,100,3.1333333333333333,1
2.7,13,5,1.0,100,238,9.55,1
6.0,13,5,1.0,116,7,16.55,0
0.4,13,5,2.0,7,7,1.9833333333333334,0
3.9,13,5,1.0,7,237,12.5,0
0.1,13,5,1.0,137,137,1.0666666666666667,1
2.4,13,5,1.0,238,152,10.833333333333334,0
